headline,story-content
Remember the Research (1 Letter),"To the Editor:Re “Cheney File Traces Heart Care Milestones” (April 24): I don’t begrudge former Vice President Dick Cheney’s access to the health care advances that have saved his life on more than one occasion, even if this access may be owing to his privileged economic and political status. I find it ironic, however, that Mr. Cheney benefited from “every procedure, technology and class of drug available” during a time when the Bush administration consistently vetoed or restricted increases to the National Institutes of Health budgets.N.I.H. funding is a critical source of support for research that has spawned the innovative procedures, devices and medications keeping the former vice president alive. One can only hope that Mr. Cheney’s new heart will provide him with the compassion and understanding to speak out for increased federal support for medical research.Gail A. CampanellaAnn Arbor, Mich.The writer is chief of staff, University of Michigan Depression Center."
Backyard Treasures (1 Letter),"To the Editor:Re “So Much Life on a Little Patch of Earth” (April 24): I am reminded of “A Lot of Insects: Entomology in a Suburban Garden,” a delightful book by Frank Lutz, published in 1941.Mr. Lutz, who was curator of insects at the American Museum of Natural History and author of the much-beloved “Field Book of Insects,” used by two or three generations of amateurs in the Northeast, described how he set out to do a complete insect inventory of his homestead. He had guessed publicly that he could find 500 species. He ended up with 1,402 after four years of looking. But none of them was a first record for North America.Arthur M. ShapiroDavis, Calif.The writer is an entomologist at the University of California, Davis."
Time to Let Go (1 Letter),"To the Editor:Re “At Playground, Child Plus Lap Can Equal Danger” (Well, April 24): Tara Parker-Pope’s article serves as a warning to helicopter parents who are reluctant to “let go.” Letting your kids figure out how to go down a slide or pick themselves up after minor scrapes is such a vital skill. Why are some parents overprotecting their kids to the point where they are doing damage to their long-term physical and mental health?Parents who deprive their children of coping mechanisms are developing ticking time bombs of anxiety in the teenage years, or unpleasant brats in early adulthood. We all suffer as a society when parents are too clueless to let go, from guilt or fear or a desire for control. But most important, these children suffer by being imprisoned in a glass bubble and prevented from experiencing life.Gilbert GimmFairfax, Va."
Hollywood Ending? (1 Letter),"To the Editor:Re “In Pursuit of Riches, and Travelers’ Supplies, in the Asteroid Belt” (April 24): One option for Planetary Resources Inc. “is to nudge a small asteroid, perhaps one as long as a football field, into an orbit around Earth closer than the moon.”Nothing could possibly go wrong with that idea, could it? There’s no way that a miscalculation or equipment failure (or another near-Earth object) could accidentally nudge it close enough that Earth’s gravitational pull would eventually cause it to crash into the planet?Better put Bruce Willis on alert that he may have to reprise his role in “Armageddon,” only this time for real.Richard RothbardChestnut Ridge, N.Y."
California Chosen as Home for Computing Institute,"BERKELEY, Calif. — The Simons Foundation, which specializes in science and math research, has chosen the University of California, Berkeley, as host for an ambitious new center for computer science, the university plans to announce on Tuesday.The foundation’s $60 million grant to establish the center, to be called the Simons Institute for the Theory of Computing at U.C. Berkeley, underscores the growing influence of computer science on the physical and social sciences. An interdisciplinary array of scientists will explore the mathematical foundations of computer science and attack problems in fields as diverse as health care, astrophysics, genetics and economics.“We’ve been talking to astronomers, climate scientists, fluid mechanics people, quantum physicists and cognitive scientists,” said Richard M. Karp, a Berkeley computer scientist who will be the institute’s director.Part science and part engineering, computer science has long been viewed warily by scientists in other disciplines. But that is changing, not only because the computer has become the standard scientific instrument but also because “computational thinking” offers new ways to analyze the vast amounts of data now accessible to scientists. This new approach — what researchers call the “algorithmic” or “computational” lens — is transforming science in much the way the microscope and telescope did. When computer scientists train their sights on other disciplines, said Christos H. Papadimitriou, a Berkeley computer scientist who will help manage the institute, “truths come out that wouldn’t have come out otherwise.”Moreover, the flood of experimental results generated by inexpensive sensors, combined with the Internet’s ubiquitous connectivity, is threatening to drown scientists in vast data sets often called “big data.”“I do think there is this idea that big data is happening,” said Peter Norvig, Google’s director of research. “Now there is more acceptance pencil and paper alone won’t solve all of our problems.”Tuesday’s announcement is part of a broader trend toward expanding support for research in computational theory. The Rafik B. Hariri Institute for Computing and Computational Science and Engineering was created last fall at Boston University to turn a computational lens on an array of disciplines. (It is named for the former Lebanese prime minister who was assassinated in 2005; he was also a former trustee of the university.)“It’s analytics with big data, it’s the ability to compute and analyze in massive parallel architectures,” said Jeannette M. Wing, head of the computer science department at Carnegie Mellon University. “All the science and engineering disciplines realize this is part of the future.”Dr. Karp, the Simons Institute’s new director, cited the example of the Berkeley cosmologist Joshua Bloom, who has automated the process of identifying interesting events in the night sky. Each evening the system must choose from millions of options.“What should we track tomorrow?” Dr. Karp said. “There is a continually changing decision process. It’s an online computation process par excellence.”The institute will not be a scientific computing center, said Alistair Sinclair, a Berkeley computer scientist who will serve as its associate director. “An astronomer won’t come along with data and we all sit down and create algorithms to process his data,” he said. “It goes deeper than that. The astronomer will come and talk about the nature of his problems.”The institute will have about 70 visiting researchers at any one time, including faculty members, postdoctoral researchers and graduate students. It will begin operating later this year and be fully operational in 2013.The Simons Foundation, created by the hedge fund billionaire and philanthropist James H. Simons, has given hundreds of millions of dollars for research in autism, math and physical sciences, and life sciences — and, last year, $150 million from both the organization and its founders to Stony Brook University on Long Island.Dr. Simons, who earned his doctorate in mathematics at Berkeley, was chairman of the math department at Stony Brook before creating Renaissance Technologies, a private investment firm. Forbes magazine estimates his current worth at $10.6 billion."
U.S. Lags in Global Measure of Premature Births,"Fifteen million babies are born prematurely each year, and the United States fared badly in the first country-by-country global comparison of premature births, which was released Wednesday by the World Health Organization and other agencies.Although American hospitals excel at saving premature infants, the United States is similar to developing countries in the percentage of mothers who give birth before their children are due, the study’s chief author noted. It does worse than any Western European country and considerably worse than Japan or the Scandinavian countries.That stems from the unique American combination of many pregnant teenagers and many women older than 35 who are giving birth, sometimes to twins or triplets implanted after in vitro fertilization, the authors said. Twins and triplets are often deliberately delivered early by Caesarean section to avoid the unpredictable risks of vaginally delivering multiple full-term babies.Also, many American women of childbearing age have other risk factors for premature birth, like obesity, diabetes, high blood pressure or smoking habits. And the many women who lack health insurance often do not see doctors early in their pregnancies, when problems like high blood pressure or genital infections can be headed off.Experts do not know all the elements that can set off early labor.Seeing similar problems simultaneously in Africa and the United States “is really a tale of two planets,” said Dr. Joy Lawn, director of global policy for Save the Children and the report’s chief author.The report, three years in the making, is the first to compare premature birthrates in 184 countries. It was produced jointly by the W.H.O., Save the Children, the March of Dimes and the Partnership for Maternal, Newborn and Child Health, which has more than 400 member organizations. Other contributors include nearly 40 major American, European and United Nations health and foreign aid agencies and foundations.The report’s conclusions about the United States are similar to those in a 2009 report by the federal government, which found that high rates of premature birth are the main reason this country has infant mortality rates higher than those of other wealthy countries. Very poor countries have high rates of premature births for different reasons: women have many babies, adolescent girls become pregnant at even earlier ages, and infections that can prompt early labor are more common.Nine of the 11 countries in which 15 percent or more of all births are preterm are in Africa; the other two are Pakistan and Indonesia.The United States shares the 12 percent range with Kenya, Turkey, Thailand, East Timor and Honduras, meaning one in nine births is early. The rate in the United States has risen 30 percent since 1981.Most European countries, Canada and Australia are in the 7- to 9-percent range.While agreeing that the United States does poorly compared with Europe, Dr. Alan E. Guttmacher, director of the National Institute of Child Health and Human Development, took issue with equating it to Africa.African data is shakier, said Dr. Guttmacher, who read a draft of the report. Also, he said, the report counts only premature births, not stillbirths. In this country, a fetus in danger is delivered early, a practice that raises the preterm birth count, while in much of Africa, the infant would die and not be counted.Premature infants are, of course, much more likely to die in poor countries.In the United States, an infant born before 28 weeks has a 90 percent chance of surviving, though often with disabilities, while in most of Africa such a child has a 90 percent chance of dying, according to the report.(The report defines full-term as 39 weeks; other authorities use 37 to 40 weeks.)After pneumonia, complications of premature birth are the second-highest cause of death in infants, the report said. More than 60 percent of the 1.1 million babies who die of such birth complications every year are in Africa or South Asia.Many could be easily and cheaply saved, the report said.Steroid injections for mothers in early labor, which help develop immature fetal lungs and cost only $1, could save almost 400,000 lives a year.Teaching “kangaroo care” — wrapping the baby against the mother’s chest to keep it warm and promote breast-feeding — could save an additional 450,000.Wiping first-aid cream on the stump of the umbilical cord and having antibiotics on hand to fight pneumonia would save more lives, the report said.The report took years to produce because there is no global database, Dr. Lawn said, and many countries measure pregnancies differently — by the baby’s weight or the mother’s last period, for example.The spread of ultrasound machines has made measurement more accurate, she said.Because the triggers for premature labor are not fully understood, the poor performance by the United States is partly a mystery, Dr. Guttmacher said. “This underscores the need for more research,” he said.In his study of 2,100 Mexican-Americans and immigrants from Mexico, Dr. Radek K. Bukowski, an expert on preterm birth at the University of Texas Medical Branch in Galveston, found that the longer a woman lived in this country, the greater her chances of giving birth prematurely. The risk was 4 percent for recent immigrants, 7 percent for those living here less than a decade and 10 percent for citizens.Even after controlling for risk factors like age, poverty, smoking, obesity and diabetes, “we really don’t have an explanation for what’s behind it,” Dr. Bukowski said. “But whatever it is, it’s not genetic. It’s something they acquire here.”And Dr. Gordon C. S. Smith, an expert in the same field at the University of Cambridge, noted that his native Scotland had many of the same risk factors as the United States — teenage pregnancies, poverty, obesity and older mothers — and yet had much lower rates.“If somebody had a simple explanation of why the U.K. and Europe do much better, I wouldn’t believe them,” Dr. Smith said. “The reality is, for most preterm births, we just don’t understand the cause.”The report singled out some countries for reducing their rates of premature birth. Croatia, Ecuador and Estonia improved rapidly, Dr. Lawn said. Croatia was easy to explain: a war ended. The other two countries became wealthier and used some of that wealth to saving babies’ lives.The report also praised Turkey and Sri Lanka for cutting their rates rapidly. Sri Lanka made sure pregnant women were visited frequently by trained midwives. Turkey even paid rural women to go to hospitals to give birth and created “maternity homes” where they waited out their pregnancies’ final days."
"Island's Genetic Quirk: Dark Skin, Blond Hair","In the Solomon Islands, about 10 percent of the dark-skinned indigenous people have strikingly blond hair. Some islanders theorize that the coloring could be a result of excess sun exposure, or a diet rich in fish. Another explanation is that the blondness was inherited from distant ancestors — European traders and explorers who came to the islands.But that’s not the case, researchers now report. The gene variant responsible for blond hair in the islanders is distinctly different from the gene that causes blond hair in Europeans.“For me it breaks down any kind of simple notions you might have about race,” said Carlos Bustamante, a geneticist at Stanford University. “Humans are beautifully diverse, and this is just the tip of the iceberg.”Dr. Bustamante and his colleagues published their findings in the current issue of the journal Science.The researcher analyzed saliva samples from more than 1,000 islanders, looking closely at a subset of the samples — from 43 blond and 42 dark-haired islanders.They were soon able to identify the single gene responsible for the variance in hair color. Called TYRP1, the gene is known to influence pigmentation in humans.The researchers also found that the variant of TYRP1 that causes blond hair in Solomon Islanders is absent in Europeans’ genomes.“Here you go into an unstudied population with a small sample size and you can really find some cool things,” Dr. Bustamante said. “So what about other places, like what about light pigmentation in parts of Africa? How do we not know the genetic basis of skin and hair pigmentations across the globe?”He and his team hope to raise more money to further analyze the Solomon Islands data."
"'Ome,' the Sound of the Scientific Universe Expanding","The age of “omes” is here. It began with the genome, continued with the proteome, branched out with the memome and reached full flowering with the notion of the omome.This probably sounds like raw material for nonsense poetry, but it’s a real biological and linguistic trend that makes sense, once you get the idea of just what an “ome” is.The genome is the place to start. It is the totality of all the genes, whether in an organism or in something else, like a tumor. The human genome, mapped out about a decade ago, includes all the genes that make a human being.Creating a map of the whole genome was a monumental achievement, and during work on that project and after its completion, the omification of science took off. Joshua Lederberg, a geneticist and Nobel laureate who died in 2008, and Alexa T. McCray, now an associate professor at Harvard Medical School, saw it coming, and talked about the origin of the suffix “ome” in a 2001 essay, “ ’Ome Sweet ’Omics — A Genealogical Treasury of Words,” in The Scientist.The word “genome” was first used in 1920, by Hans Winkler, a German scientist, to mean all the material on the chromosomes in a sperm or egg, but did not become really popular until the end of the last century, when genome mapping began. Various experts had differing ideas on where the suffix came from, but it seems to be one that was made up. In any case, it clearly meant the totality of something. Dr. Lederberg, who coined a few scientific terms himself, contributed “microbiome” — all the microbes that live in and on humans — to the growing trend.An epidemic of neologia ensued. Thus were born the proteome and the secretome and the glycome, and numerous other omes that are pretty much impossible to keep track of. Interactome. Regulome. Connectome. Epigenome. The list goes on. In fact, it goes on for about 18 pages if you go to the Omics.org site and print out its list of omes and omics.The list could be said to be the omome, the ome of all the omes, a word which, in a moment of indulgent fantasy, I thought perhaps I had invented. Apparently not. “Omome,” or “omeome,” is on the Omics.org list, although the Web site given as a source led nowhere. Another possible inventor is Martin Krzywinski, a scientist at the Genome Sciences Center in Vancouver, British Columbia. He has created some extraordinary visual representations of genomes, and also invents new words. Among the coinings he offers on his site are “omome,” “omeomics,” “omicsophy,” which I don’t think will ever take off, and, just Thursday, “metaomomics,” which I don’t even want to think about.I loved the idea of the omome, but I thought it needed a reality check. I called Mark Gerstein at Yale. His lab is deeply involved in bioinformatics, the use of computing to make sense of the vast amounts of information produced in pursuit of the various omes. Dr. Gerstein also has an interest in the way scientific terminology develops.The omome, he said, was a fun idea, but he doubted anyone was making a living in omomics. Despite the humor in speculative omification, he said, the proliferation of real omic disciplines marked the spread of a “very important scientific idea.” He said, “All the omes derive to some extent from the genome,” and key to all of them is that an ome represents “the entirety of the thing being studied.”The mapping of genomes, he said, inspired scientists to use the same approach in studying proteins, metabolites and their biochemical connections, to name a few. And as they pursued this “omic idea,” the focus of biological research shifted in the direction of studying complete systems and networks, rather than individual parts, discrete genes or proteins.His comments reminded me of a recent conversation I had when I was reporting on the evolution of polar bears. One scientist wanted to make it clear to me that she was studying genomics, whereas another researcher was studying only genes. Only genes, I thought? What a difference an ome can make."
"Island’s Genetic Quirk: Dark Skin, Blond Hair","In the Solomon Islands, about 10 percent of the dark-skinned indigenous people have strikingly blond hair. Some islanders theorize that the coloring could be a result of excess sun exposure, or a diet rich in fish. Another explanation is that the blondness was inherited from distant ancestors — European traders and explorers who came to the islands.But that’s not the case, researchers now report. The gene variant responsible for blond hair in the islanders is distinctly different from the gene that causes blond hair in Europeans.“For me it breaks down any kind of simple notions you might have about race,” said Carlos Bustamante, a geneticist at Stanford University. “Humans are beautifully diverse, and this is just the tip of the iceberg.”Dr. Bustamante and his colleagues published their findings in the current issue of the journal Science.The researcher analyzed saliva samples from more than 1,000 islanders, looking closely at a subset of the samples — from 43 blond and 42 dark-haired islanders.They were soon able to identify the single gene responsible for the variance in hair color. Called TYRP1, the gene is known to influence pigmentation in humans.The researchers also found that the variant of TYRP1 that causes blond hair in Solomon Islanders is absent in Europeans’ genomes.“Here you go into an unstudied population with a small sample size and you can really find some cool things,” Dr. Bustamante said. “So what about other places, like what about light pigmentation in parts of Africa? How do we not know the genetic basis of skin and hair pigmentations across the globe?”He and his team hope to raise more money to further analyze the Solomon Islands data."
"‘Ome,’ the Sound of the Scientific Universe Expanding","The age of “omes” is here. It began with the genome, continued with the proteome, branched out with the memome and reached full flowering with the notion of the omome.This probably sounds like raw material for nonsense poetry, but it’s a real biological and linguistic trend that makes sense, once you get the idea of just what an “ome” is.The genome is the place to start. It is the totality of all the genes, whether in an organism or in something else, like a tumor. The human genome, mapped out about a decade ago, includes all the genes that make a human being.Creating a map of the whole genome was a monumental achievement, and during work on that project and after its completion, the omification of science took off. Joshua Lederberg, a geneticist and Nobel laureate who died in 2008, and Alexa T. McCray, now an associate professor at Harvard Medical School, saw it coming, and talked about the origin of the suffix “ome” in a 2001 essay, “ ’Ome Sweet ’Omics — A Genealogical Treasury of Words,” in The Scientist.The word “genome” was first used in 1920, by Hans Winkler, a German scientist, to mean all the material on the chromosomes in a sperm or egg, but did not become really popular until the end of the last century, when genome mapping began. Various experts had differing ideas on where the suffix came from, but it seems to be one that was made up. In any case, it clearly meant the totality of something. Dr. Lederberg, who coined a few scientific terms himself, contributed “microbiome” — all the microbes that live in and on humans — to the growing trend.An epidemic of neologia ensued. Thus were born the proteome and the secretome and the glycome, and numerous other omes that are pretty much impossible to keep track of. Interactome. Regulome. Connectome. Epigenome. The list goes on. In fact, it goes on for about 18 pages if you go to the Omics.org site and print out its list of omes and omics.The list could be said to be the omome, the ome of all the omes, a word which, in a moment of indulgent fantasy, I thought perhaps I had invented. Apparently not. “Omome,” or “omeome,” is on the Omics.org list, although the Web site given as a source led nowhere. Another possible inventor is Martin Krzywinski, a scientist at the Genome Sciences Center in Vancouver, British Columbia. He has created some extraordinary visual representations of genomes, and also invents new words. Among the coinings he offers on his site are “omome,” “omeomics,” “omicsophy,” which I don’t think will ever take off, and, just Thursday, “metaomomics,” which I don’t even want to think about.I loved the idea of the omome, but I thought it needed a reality check. I called Mark Gerstein at Yale. His lab is deeply involved in bioinformatics, the use of computing to make sense of the vast amounts of information produced in pursuit of the various omes. Dr. Gerstein also has an interest in the way scientific terminology develops.The omome, he said, was a fun idea, but he doubted anyone was making a living in omomics. Despite the humor in speculative omification, he said, the proliferation of real omic disciplines marked the spread of a “very important scientific idea.” He said, “All the omes derive to some extent from the genome,” and key to all of them is that an ome represents “the entirety of the thing being studied.”The mapping of genomes, he said, inspired scientists to use the same approach in studying proteins, metabolites and their biochemical connections, to name a few. And as they pursued this “omic idea,” the focus of biological research shifted in the direction of studying complete systems and networks, rather than individual parts, discrete genes or proteins.His comments reminded me of a recent conversation I had when I was reporting on the evolution of polar bears. One scientist wanted to make it clear to me that she was studying genomics, whereas another researcher was studying only genes. Only genes, I thought? What a difference an ome can make."
Scientist Sentenced in French Terror Case,"PARIS — A Paris court on Friday sentenced a French-Algerian particle physicist to five years in prison, one of them suspended, on the charge of “criminal association with the intent to prepare terrorist acts,” ruling that the man’s online correspondence in 2009 with a presumed member of Al Qaeda constituted a criminal act.The scientist, Adlène Hicheur, 35, did not deny the exchange of messages, in which he suggested targets for terrorist strikes in France, but maintains that he never intended to act on his words. The trial has raised difficult questions about the possible excesses of French antiterrorism law, which in effect treats intent as a criminal act.A researcher at the Large Hadron Collider project at CERN, the European Organization for Nuclear Research, in Switzerland, Dr. Hicheur met his interlocutor on an Internet forum dedicated to radical Islam while on sick leave, nursing a herniated disk at his parents’ home in southeastern France.Dr. Hicheur has been in prison since his arrest 2 1/2 years ago; that period will be counted as time served, his lawyer said Friday, adding that they would decide in coming days whether to appeal the verdict.Judicial authorities say French law allows them to intervene while apparent terrorist plots remain in the planning stages. Dr. Hicheur’s supporters, by contrast, contend that the legislation oversteps the bounds of civil rights, that matters of pure intent should not reach the courts, which they call ill suited to plumb the vagaries of the human psyche.Dr. Hicheur, it has been widely noted, never acted on his words — he purchased no weapons and offered no direct assistance.“This decision seems to me to constitute a veritable judicial scandal,” said Dr. Hicheur’s lawyer, Patrick Baudouin, after Friday’s verdict. “It’s in light of simple words exchanged that Adlène Hicheur finds himself condemned to this sentence,” Mr. Baudouin said, without the “slightest beginning of a start” to terrorist acts.Over three decades, hundreds of people have been convicted and jailed on charges of “criminal association,” though Dr. Hicheur’s appears to be the first conviction based solely on Internet activity, Mr. Baudouin said.Dr. Hicheur was born in Algeria and has been described as an observant Muslim who integrated in French society but was angered by the wars in Iraq and Afghanistan, as well as the Israeli-Palestinian conflict. He was employed by the Laboratory for High Energy Physics at the École Polytechnique Fédérale de Lausanne, with an office at CERN, where he was involved in work on antimatter, in an effort to explain why the universe is made of matter and not its opposite. Colleagues viewed him as a talented researcher.James Gillies, a spokesman for CERN, said in an e-mail that the laboratory did not interfere in the affairs of its member nations, but that “CERN remains committed to its policy of inclusion.”In 2009, Dr. Hicheur exchanged about three dozen messages, some of them encrypted, with a man French officials have identified as Mustapha Debchi, a representative in Algeria of Al Qaeda’s regional affiliate, Al Qaeda in the Islamic Maghreb. Dr. Hicheur maintains that he never knew the man’s identity, as the messages were exchanged via online pseudonyms, he under the name “Abou Doujana,” the other man under the name “Phenixshadow.”In a message in June 2009, the man inquired: “Are you disposed to work in an operative unit in France?”“Yes, of course,” Dr. Hicheur replied, though he repeatedly hedged, never committing to any specific plan, according to Mr. Baudouin.During a two-day trial in March, Dr. Hicheur acknowledged that while his e-mail correspondence might appear troubling, it was the fruit of intellectual curiosity and not the aspirational writings of a budding jihadi. He was on morphine at the time, and passing through a “turbulent patch,” he told the court, according to news reports.“I can understand that certain passages might cause worry,” he said, though he never explicitly repudiated their content.Dr. Hicheur’s brother Halim, a physiology researcher in Grenoble, France, criticized the case. He said “All this has been scandalous and outrageous from the beginning to the end.”Asked whether Dr. Hicheur would try to resume his physics career, his brother Halim said he did not know, but doubted that it was a realistic prospect in France.The directors of France’s national police and domestic intelligence agency accuse the physicist of planning an attack at the base of a French Alpine infantry battalion that has been deployed in Afghanistan.“The target was chosen — we had to intervene,” the police director, Frédéric Péchenard, told the newspaper Le Monde shortly after Dr. Hicheur’s arrest.In a sharply worded column in Le Monde earlier in the week, several of Dr. Hicheur’s supporters, including his former doctoral adviser, contested that assertion, and denounced the trial as absurd.“With a bit of perseverance, soon we will realize that the most harmless virtual forums are filled with unpunished criminal intentions,” they wrote mockingly.Defending the legitimacy of the case in a 2011 letter to a support committee for Dr. Hicheur, a top Justice Ministry official insisted that France’s antiterrorism legislation strikes the “necessary balance” between “the procedural guarantees of a State of Law” and the “imperatives of protection for its citizens.”Charges of “criminal association,” first defined in legislation dating from 1986, are central to the functioning of French antiterrorism efforts, judicial authorities say.“It’s a redoubtable tool,” said the antiterrorism magistrate Marc Trévidic, in an interview last year.Standards for admissible evidence are lower in France than in the United States, Mr. Trévidic noted. Wiretaps and other surveillance are far more common and easily authorized, as well, allowing authorities to build cases that might be impossible elsewhere.Mr. Trévidic acknowledged, however, that the system “can produce abuses.”Nor is it fail-safe. In March, just days before Dr. Hicheur’s trial, police commandos in Toulouse killed Mohammed Merah, the 23-year-old self-proclaimed jihadi who killed seven people in a series of shootings that month.Like Dr. Hicheur, Mr. Merah had been under surveillance by French intelligence."
Tumbling Creatures,"Q. I bring home fresh produce from a garden that invariably has little critters embedded, sow bugs and the like. I put them outside on my 19th-floor window ledge, and they crawl or fall away. Do they get hurt?A. Probably not, in the opinion of Ward Wheeler, head of the division of invertebrate zoology at the American Museum of Natural History.“Sow bugs are crustaceans, like shrimp, not insects,” Dr. Wheeler said. They have the advantage of reaching their top speed very quickly because of their small size, he said, “so they are likely fine.”He cited a famous 1928 essay, “On Being the Right Size,” by the biologist J. B. S. Haldane:“The resistance presented to movement by the air is proportional to the surface of the moving object. Divide an animal’s length, breadth and height each by 10; its weight is reduced to a thousandth, but its surface only to a hundredth. So the resistance to falling in the case of the small animal is relatively 10 times greater than the driving force.”Or as Haldane put it, more graphically: “You can drop a mouse down a thousand-yard mine shaft; and, on arriving at the bottom, it gets a slight shock and walks away, provided that the ground is fairly soft. A rat is killed, a man is broken, a horse splashes.”C. CLAIBORNE RAY"
Huge Asteroid Is Still the Central Villain in Dinosaurs' Extinction,"For some 30 years, scientists have debated what sealed the fate of the dinosaurs. Was an asteroid impact more or less solely responsible for the catastrophic mass extinction at the end of the Cretaceous geological period, 65 million years ago? Or were the dinosaurs already undergoing a long-term decline, and the asteroid was merely the coup de grâce?So three young researchers, led by Stephen L. Brusatte, a graduate student at Columbia University who is affiliated with the American Museum of Natural History, decided to test this hypothesis with a close examination of the fossil record over the 12 million years leading up to the mass extinction.For the study, the researchers departed from the practice of focusing almost exclusively on raw counts of the number of species over time. Instead, they analyzed changes in the anatomies and body plans of seven large groups of late Cretaceous dinosaurs for insights into their evolutionary trajectory.Groups that show an increase in variability, for example, might have been evolving into more species, giving them an ecological edge. But decreasing variability might be a warning sign of approaching doom.In science, alas, not all projects fulfill researchers’ ambitions. The findings of this one were mixed and generally inconclusive, Mr. Brusatte’s team reported in an article published online last week by the journal Nature Communications. At best, striking a positive note, the team wrote that the “calculations paint a more nuanced picture of the last 12 million years of dinosaur history.”As Mr. Brusatte explained, the late Cretaceous “wasn’t a static ‘lost world’ that was violently interrupted by an asteroid impact.” Some dinosaurs, he noted, “were undergoing dramatic changes during this time, and large herbivores seem to have been mired in a long-term decline, at least in North America.”The findings showed that duck-billed hadrosaurs and horned ceratopsids, two groups of large-bodied, bulk-feeding plant eaters (meaning they ate just about anything and everything) might have declined in diversity at this time. In contrast, small herbivores like the ankylosaurs and pachycephalosaurs, and the meat-eating tyrannosaurs and coelurosaurs, appeared to be holding steady or perhaps increasing in diversity. So, too, were the enormous herbivorous sauropods like apatosaurs.The results were not uniform on different continents. While hadrosaurs declined in North America, their diversity seemed to have been increasing in parts of Asia. The fossil record in many regions was insufficient for reliable analysis, meaning that the extinction debate will continue.Besides Mr. Brusatte, the other authors were Richard J. Butler of the University of Munich, Albert Prieto-Márquez of the Bavarian State Collection for Paleontology and Geology in Munich, and Mark A. Norell, an American Museum paleontologist who is Mr. Brusatte’s doctoral adviser.Dr. Norell said the study of skeletal changes in groups of species over time was “a novel way” to assess their prospects for survival over the long haul. “It would be nice to have more fossils to see how much these results are real,” he said.Paul C. Sereno, a paleontologist at the University of Chicago who had no part in the study, agreed that such investigations of life at the end of the Cretaceous had been “limited by the coarseness of the data where you really need it.” He questioned whether the research technique, though useful in studying simpler invertebrates, could be applied successfully to dinosaurs.“It’s an interesting study, and they are quality researchers,” Dr. Sereno said, “but I don’t think it changes the picture over all: Extinctions aren’t a simple process, but ultimately the asteroid was the major factor at the end of the Cretaceous.”"
Early Thinkers,"To the Editor:I was dismayed that “From the Minds of Babes” (May 1) did not reference the groundbreaking contributions of the Swiss child psychologist Jean Piaget (1896-1980). For over 50 years, Piaget sought to answer the same epistemological questions posed by Dr. Elizabeth S. Spelke. Piaget’s investigations into the origins of object permanence, number, geometry and time provide the foundations of Dr. Spelke’s research.In recent years, Piaget theory of cognitive stage development seems to have fallen out of favor. Thirty years ago, at any gathering of developmental or educational psychologists one would find numerous investigators presenting Piaget-based research papers. My last check of papers presented at recent American Psychological Association and the American Educational Research Association annual meetings found no mention of Piaget.Barry KaufmanOakland, Calif."
Zombie-Ant Fungus Has Its Own Killer Fungus,"Like something out of a horror movie, the zombie-ant fungus attacks and invades the brains of carpenter ants. Possessed ants march to their death, and the fungus lives inside the exoskeleton.Now, a new study reports that the zombie-ant fungus itself faces attack by another fungus.This secondary attacker, a white fungus, is “looking for its own lunch, and it thinks this dead ant is a nice thing to eat, along with the fungus that’s eating the ant,” said David Hughes, a disease biologist at Penn State and one of the authors.This attack prevents the spores of the zombie-ant fungus from spreading and infecting other ants in the colony, Dr. Hughes said.“Looking at the colony, it’s a good thing for the ants,” he said. “The enemy of my enemy is my friend.”It takes about three to nine days for ants to die after the zombie-ant fungus attacks. A month or two later, the white fungus might come along and attack the parasite growing from its remains, Dr. Hughes said.He and his colleagues studied carpenter ants in the rain forests of Brazil and southern Thailand. There are more than a thousand species of carpenter ants throughout the world.The intertwined lives of the fungi and the ants illustrate just how complex relationships are, Dr. Hughes said.This may be particularly true in rain forest settings, since there is no winter season in which food sources might diminish.“So life just becomes a nonstop hunt for lunch,” Dr. Hughes said. “We really haven’t gotten to the bottom of the complex interactions that are going on there.”The study appears in the journal PLoS One."
